date,ticker,action,shares,price,cost,proceeds
2011-06-30,SPY,sell,1.8569911394442735e-05,97.82866894612845,,0.001814853044451711
2011-06-30,IWM,sell,1.6697357986542516e-05,79.42440937473496,,0.0013248516184034534
2011-06-30,AAPL,sell,5.776803426169692e-05,104.55637666540298,,0.006033976333136402
2011-06-30,DIA,buy,6.397143818964019e-05,108.12954462194074,6.917202480256422e-06,
2011-08-31,AAPL,sell,9.95553975758083e-06,104.1259575600846,,0.0010355934801753108
2011-08-31,QQQ,buy,1.1170400568344136e-05,116.29057595745795,1.2990123157682551e-06,
2011-08-31,SPY,buy,7.220854363672476e-05,83.90152293501436,6.058406780040647e-06,
2011-08-31,DIA,sell,4.444365857015134e-06,106.49757021567412,,0.0004728408507566923
2011-08-31,IWM,buy,0.00022316301939715236,57.60026228154176,1.2854248448816768e-05,
2011-09-30,AAPL,sell,5.134112050897497e-05,118.67326672358791,,0.0060867256695614075
2011-09-30,DIA,sell,4.142097271361524e-05,118.89165619920061,,0.0049196834392563095
2011-09-30,SPY,sell,4.969582062230556e-05,93.17276892516512,,0.0046256669141771425
2011-09-30,QQQ,buy,2.7191713828146797e-05,111.35552198444142,3.0279474869848405e-06,
2011-09-30,IWM,sell,1.5841235326432982e-05,59.72729209028689,,0.000945207935323421
2011-10-31,DIA,sell,1.450888843168124e-05,120.81687094305123,,0.001751165582676384
2011-10-31,AAPL,buy,4.883507664040312e-05,104.62020191101391,5.109135578458813e-06,
2011-10-31,SPY,buy,1.4524310761082691e-05,89.11199345059546,1.294290285416014e-06,
2011-10-31,QQQ,buy,2.4166357696609256e-05,103.84748658849014,2.5096155067912853e-06,
2011-10-31,IWM,buy,0.00013264207580181348,50.75307038326324,6.7319926089515775e-06,
2011-11-30,DIA,buy,1.474678543116959e-05,115.4963632446102,1.7032000868486886e-06,
2011-11-30,AAPL,buy,1.9303441429193032e-05,99.55606493026345,1.921774668302279e-06,
2011-11-30,SPY,sell,1.7855938989551692e-05,91.1170175648223,,0.0016253529266408297
2011-11-30,QQQ,buy,2.2047118584496525e-05,98.31095315117544,2.167473242278847e-06,
2011-11-30,IWM,buy,7.105277978763317e-05,46.86822669195125,3.3301177901800835e-06,
2012-01-31,SPY,buy,3.749932092055009e-05,84.19616334373093,3.157298949505622e-06,
2012-01-31,DIA,buy,8.725403463921732e-06,111.80928582232022,9.75581129812688e-07,
2012-01-31,IWM,sell,7.724449387045535e-05,49.94403262287639,,0.003854043620281794
2012-01-31,QQQ,buy,2.9193275340838728e-05,91.79132014810618,2.6796892829827414e-06,
2012-01-31,AAPL,buy,7.122825003026971e-05,86.02629744758875,6.127502623775205e-06,
2012-02-29,IWM,sell,6.916154158047381e-05,54.52917318159114,,0.0037675503566691254
2012-02-29,QQQ,sell,4.189122168314966e-05,101.08728366291521,,0.004230435139461344
2012-02-29,DIA,sell,1.6306020317106236e-05,117.84838163663156,,0.0019197164671996988
2012-02-29,SPY,buy,2.5607759877077033e-05,81.83297068419941,2.0955590633088627e-06,
2012-02-29,AAPL,sell,3.25370787961775e-05,92.59041932885104,,0.0030096091477044688
2012-04-30,IWM,sell,5.316598404865797e-05,58.612559819352484,,0.0031130782259862983
2012-04-30,AAPL,sell,8.080584268577195e-05,110.33642278501526,,0.00890691179445469
2012-04-30,DIA,sell,4.736604715540384e-05,134.38294067696933,,0.00635882351628218
2012-04-30,QQQ,buy,5.2443428208612665e-05,92.44630040104043,4.848200918233804e-06,
2012-04-30,SPY,buy,5.9537570375025445e-05,75.4268642052323,4.490732235786507e-06,
2012-05-31,DIA,sell,5.811600123041148e-05,157.7375116566823,,0.009157906348100273
2012-05-31,AAPL,buy,3.5626586202081425e-05,101.45624548855155,3.6145396756374163e-06,
2012-05-31,QQQ,sell,6.285154749770478e-06,92.72528952223415,,0.0005822100010706482
2012-05-31,IWM,buy,0.0001458011494013074,49.6662627370351,7.24139819352704e-06,
2012-05-31,SPY,buy,7.985534733618834e-05,66.77830965889771,5.332605112334817e-06,
2012-07-31,DIA,sell,3.724234447040299e-05,178.8604663820841,,0.006654521918037371
2012-07-31,AAPL,buy,1.8110611827406664e-05,97.87306688780963,1.7725411227629286e-06,
2012-07-31,QQQ,sell,4.2979911098009927e-05,100.81013458602499,,0.004328477811663484
2012-07-31,IWM,buy,9.900977118177355e-05,45.21700293608741,4.4769251142275974e-06,
2012-07-31,SPY,buy,7.462946355100378e-05,60.72269941002383,4.531702482338932e-06,
2012-08-31,QQQ,sell,6.070223707379868e-05,114.58369618583617,,0.006948531203974084
2012-08-31,DIA,buy,7.445811124678323e-05,140.7405585683404,1.04792761668159e-05,
2012-08-31,AAPL,sell,2.036852750443097e-05,101.65419072039208,,0.0020684756334493483
2012-08-31,SPY,sell,4.570690603737117e-05,64.11620991576757,,0.0029276230285102617
2012-08-31,IWM,buy,8.677515245808791e-05,41.7958315563553,3.626839655415293e-06,
2012-10-31,AAPL,sell,7.1386300149027e-05,119.90825650500523,,0.008551246982423608
2012-10-31,DIA,sell,9.252822022478175e-05,192.10825782787936,,0.017757659752109876
2012-10-31,QQQ,buy,9.067218729048984e-05,95.47018698213165,8.656490674701926e-06,
2012-10-31,IWM,buy,5.688091570090208e-05,40.18126466214318,2.2855471280030017e-06,
2012-10-31,SPY,buy,0.00019068766996053273,51.83681881081335,9.88464219720031e-06,
2012-11-30,AAPL,sell,2.185533547863379e-05,126.45438150718262,,0.0027609392276520387
2012-11-30,QQQ,buy,3.399479223026346e-06,94.79795882345402,3.2226369140563907e-07,
2012-11-30,DIA,buy,4.016342620801947e-05,166.3563441444269,6.681440752280582e-06,
2012-11-30,SPY,sell,9.219115022337067e-05,57.27181863608064,,0.005274674880609106
2012-11-30,IWM,buy,3.710857420511824e-05,38.995662831617054,1.4470734478648325e-06,
2012-12-31,AAPL,buy,3.3509429568057917e-06,124.79733909547899,4.181887644700994e-07,
2012-12-31,DIA,buy,2.3170147247139757e-05,153.7252523471535,3.5618367324872635e-06,
2012-12-31,IWM,buy,2.1360576473787758e-05,38.17508660677529,8.154418568574944e-07,
2012-12-31,SPY,sell,6.0585763355483686e-05,61.247034205792296,,0.003706987622296729
2012-12-31,QQQ,buy,2.7445710265429986e-05,89.68478791321688,2.4614627042826874e-06,
2013-01-31,IWM,sell,0.00012002137337700173,42.339586114623536,,0.005076573618417258
2013-01-31,SPY,sell,2.3346540084267175e-05,63.50217690879008,,0.0014810735625206536
2013-01-31,AAPL,buy,3.7102874973305735e-05,114.98631793961928,4.266322978154476e-06,
2013-01-31,DIA,buy,2.6190565143904268e-06,153.56767704117598,4.022024249544972e-07,
2013-01-31,QQQ,sell,3.508592095883699e-05,96.40868980211421,,0.003379205082471871
2013-02-28,SPY,buy,0.00011398098556815992,55.30770442895188,6.304026660324419e-06,
2013-02-28,AAPL,sell,4.07368174624515e-05,126.40796326977375,,0.005144308667395525
2013-02-28,IWM,buy,1.3754711739748238e-05,41.71356788753665,5.737581019294854e-07,
2013-02-28,QQQ,buy,3.98123915482879e-05,89.25530552739946,3.5534671714188925e-06,
2013-02-28,DIA,sell,1.720484297653476e-05,161.56542686315947,,0.002776928091817852
2013-04-30,IWM,sell,0.00024319098516870465,53.43265029495995,,0.01298134452654078
2013-04-30,AAPL,sell,3.1074106157807447e-05,140.0664923299423,,0.004348088610760537
2013-04-30,QQQ,buy,3.6752015739603986e-06,90.53337586747841,3.3272840548410503e-07,
2013-04-30,DIA,buy,2.9579842026281175e-05,150.55931993303562,4.45352089920352e-06,
2013-04-30,SPY,sell,5.308941085043861e-05,59.99193380605682,,0.003181751485120526
2013-05-31,IWM,sell,0.00010994883606037806,59.669687507424094,,0.006554052076838232
2013-05-31,AAPL,buy,2.8696634438701157e-05,128.30431658254557,3.6819020698766935e-06,
2013-05-31,DIA,sell,1.7003018716912053e-06,149.52849603914842,,0.0002539893381048485
2013-05-31,QQQ,buy,3.215112436659689e-05,84.63521529778836,2.7211173328328975e-06,
2013-05-31,SPY,buy,0.0001959430956096468,48.183682723532826,9.441259950722077e-06,
2013-07-31,AAPL,sell,4.3034915915944334e-05,143.80630709310594,,0.00618250364160035
2013-07-31,IWM,buy,1.283203250851937e-05,58.66573791692093,7.528006560862068e-07,
2013-07-31,DIA,sell,7.925291025678589e-07,149.59632526147274,,0.00011844088196551758
2013-07-31,SPY,sell,9.66582292347731e-05,52.985671141208115,,0.005116379646177871
2013-07-31,QQQ,buy,0.0001883343726781382,64.18661580935287,1.2088546022787142e-05,
2013-09-30,DIA,sell,3.141971498405138e-05,163.6765602025396,,0.005137528200262588
2013-09-30,IWM,sell,1.6703922569401048e-05,59.348967135187614,,0.0009903691910485013
2013-09-30,AAPL,buy,5.529457012602121e-05,123.18765863416996,6.811608629007473e-06,
2013-09-30,SPY,buy,3.4513826557743704e-05,50.71652227893575,1.7504212535471328e-06,
2013-09-30,QQQ,buy,6.139517760410959e-05,59.04702765840612,3.625202750082615e-06,
2013-10-31,SPY,sell,9.498287345868371e-05,56.33828252254989,,0.00534582078775921
2013-10-31,DIA,sell,1.944700319158547e-05,175.46334775897338,,0.0034088240475911515
2013-10-31,IWM,buy,2.2412062475181578e-05,58.021094865955526,1.3003724030142325e-06,
2013-10-31,AAPL,buy,1.4658347171029901e-05,119.32433573910326,1.7490975392163064e-06,
2013-10-31,QQQ,buy,5.282635942553476e-05,55.77903616398731,2.9466034128086954e-06,
2013-12-31,DIA,buy,2.623397834135722e-05,161.60006866619284,4.239412701350742e-06,
2013-12-31,IWM,sell,5.322760442308416e-05,62.1772693163671,,0.0033062375481838773
2013-12-31,QQQ,sell,0.00012865897838468374,65.4661035319568,,0.00841437919724825
2013-12-31,SPY,buy,2.376765408838475e-05,55.17875098977449,1.311469466554078e-06,
2013-12-31,AAPL,buy,1.7044699114207086e-05,115.31123537131447,1.9654453113915685e-06,
2014-01-31,SPY,sell,2.9357715618942614e-05,56.98115529336768,,0.0016711637161887535
2014-01-31,IWM,buy,2.590227951085322e-06,61.946237430579096,1.6045487565725377e-07,
2014-01-31,AAPL,sell,4.735053659535315e-05,129.25486683514458,,0.0061141670149028075
2014-01-31,DIA,buy,3.683531864193026e-06,159.62854781534267,5.879968423126748e-07,
2014-01-31,QQQ,buy,0.00013314657537537354,55.782340403522326,7.42722759115233e-06,
2014-02-28,AAPL,sell,3.716002156035523e-05,143.15695761966782,,0.005314395916030054
2014-02-28,SPY,sell,3.629009832240135e-05,59.53566241925441,,0.002158394487841153
2014-02-28,IWM,buy,8.204672461972567e-05,56.37685957636146,4.625536672586673e-06,
2014-02-28,QQQ,buy,1.5982825189663234e-05,54.91802094556647,8.777451285352528e-07,
2014-02-28,DIA,buy,3.1615079047388347e-06,158.3504293798779,5.006261342032726e-07,
2014-03-31,AAPL,sell,4.2839345031892625e-05,163.7287003990013,,0.007007016257728176
2014-03-31,SPY,sell,5.85374592774146e-05,64.25332980511781,,0.003757465450228469
2014-03-31,DIA,sell,4.6662320146125045e-06,161.45983742717124,,0.0007526556534143199
2014-03-31,IWM,buy,2.4872040187984236e-05,55.110816464290224,1.3707184418924497e-06,
2014-03-31,QQQ,buy,0.00013709005162065282,48.013209498546644,6.582133368628978e-06,
2014-04-30,AAPL,sell,1.3336054527693093e-05,170.73559993324972,,0.002274662331257683
2014-04-30,SPY,sell,3.282449370450749e-05,66.90049418820462,,0.0021937788754588534
2014-04-30,DIA,buy,9.439121866148387e-06,156.4166366768249,1.4764356954856056e-06,
2014-04-30,IWM,sell,8.211072565035733e-06,55.48957299746646,,0.0004551732815745594
2014-04-30,QQQ,buy,0.00011684251245939374,43.13842940554912,5.040402475296551e-06,
2014-06-30,AAPL,buy,2.9979435939311036e-05,152.0141366466412,4.5572980714676535e-06,
2014-06-30,IWM,sell,6.25833693368666e-05,58.41289956382845,,0.003652020391372929
2014-06-30,SPY,buy,0.0001022180888015044,57.7809663798997,5.9062599524573284e-06,
2014-06-30,QQQ,sell,2.328355292709368e-05,43.15069745073699,,0.0010036968463873058
2014-06-30,DIA,buy,7.20864689064167e-05,125.40601716913862,9.04007695734067e-06,
2014-07-31,AAPL,sell,3.676332355704372e-05,170.7705087730868,,0.006271813376557937
2014-07-31,QQQ,sell,2.8432684691542505e-05,44.10428790484613,,0.0012527493082319582
2014-07-31,SPY,sell,1.7755432130928204e-05,58.81354721733699,,0.0010432156860505717
2014-07-31,IWM,buy,0.0002646476217706352,44.39209560908739,1.1748262528359637e-05,
2014-07-31,DIA,sell,6.519336549526335e-06,127.10191578244014,,0.0008277915449102049
2014-09-30,AAPL,sell,3.705822582544555e-05,196.63911911821603,,0.007279809785517138
2014-09-30,DIA,sell,9.887107116832871e-05,171.11281135715313,,0.016901188842556387
2014-09-30,QQQ,buy,4.540397493240289e-06,44.106635373428254,2.0026165668477708e-07,
2014-09-30,SPY,buy,0.00017865915051178192,48.70461355579452,8.701524883882869e-06,
2014-09-30,IWM,buy,0.000364402887308411,33.586076842119404,1.223886337463047e-05,
2014-10-31,AAPL,sell,3.7703731032666518e-06,200.2378946119269,,0.000754216600527452
2014-10-31,DIA,buy,4.188071782006776e-05,149.99201222163455,6.281773139118432e-06,
2014-10-31,QQQ,buy,3.948548084011915e-05,42.74374948006105,1.6877575011298034e-06,
2014-10-31,SPY,sell,8.234796967849644e-05,53.14891087597443,,0.004372328196358592
2014-10-31,IWM,sell,0.00013946347286375926,37.199631385965944,,0.00518280179255617
2014-12-31,AAPL,sell,6.432448373818773e-05,271.11970340948,,0.017422195318112312
2014-12-31,IWM,sell,4.5597443696120945e-05,38.65781382706753,,0.0017609347919054425
2014-12-31,SPY,buy,4.659378594760262e-05,50.82385358663788,2.3680757550481014e-06,
2014-12-31,QQQ,buy,0.00010623559146586965,39.321052754565024,4.177295296441878e-06,
2014-12-31,DIA,buy,8.092725522729373e-05,121.05664341439713,9.796781878556404e-06,
2015-03-31,AAPL,sell,4.935993255305893e-05,380.6731319046674,,0.018771210115460513
2015-03-31,IWM,buy,2.396851299088943e-06,39.674773023918874,9.50945312634389e-08,
2015-03-31,QQQ,sell,0.0001542633286315319,46.01344278995177,,0.007091088659727947
2015-03-31,DIA,buy,1.7546025330507993e-05,119.39839931207983,2.094967338751861e-06,
2015-03-31,SPY,buy,5.0492005136957554e-05,49.70596597762894,2.5097538894798776e-06,
2015-04-30,QQQ,sell,0.0001368232266288291,52.23204050070517,,0.0071394097583994485
2015-04-30,AAPL,buy,1.7629400071203125e-05,335.4022423051681,5.912940314376418e-06,
2015-04-30,DIA,buy,1.7203861909333758e-06,118.46079898214978,2.0379832273582497e-07,
2015-04-30,SPY,buy,1.8887827098012892e-05,48.6245913144251,9.184128734584009e-07,
2015-04-30,IWM,buy,8.287652381967336e-05,37.144408618968136,3.0783994656775934e-06,
2015-06-30,QQQ,sell,0.00013529005020231934,62.62873110410386,,0.00846457113100659
2015-06-30,SPY,sell,0.00016117979187576874,59.3396098249023,,0.009554781615605508
2015-06-30,IWM,sell,0.00023149008582297676,46.139618690127996,,0.010670183426126734
2015-06-30,AAPL,sell,3.972342656803602e-06,355.920907028335,,0.0014124259616354472
2015-06-30,DIA,buy,3.859366436033477e-05,112.40028491139145,4.337938869876243e-06,
2015-07-31,QQQ,sell,0.0001055776751820145,71.57552344307925,,0.007549220587691029
2015-07-31,SPY,buy,2.1831684440007534e-05,57.92499348469159,1.2646001789472792e-06,
2015-07-31,AAPL,sell,2.1382380111229188e-05,415.7275403821913,,0.008880355046867239
2015-07-31,IWM,buy,0.0001513280022107373,40.763878196116586,6.168716249780156e-06,
2015-07-31,DIA,buy,9.560542052664006e-05,93.43370379348178,8.932768542537352e-06,
2015-08-31,QQQ,sell,5.1054079348038044e-05,76.99989595607803,,0.003927227639134349
2015-08-31,AAPL,buy,3.6289420274697426e-06,404.81297285237997,1.4690428104489697e-06,
2015-08-31,IWM,sell,6.395685242282958e-05,42.94057334743145,,0.002743597568620829
2015-08-31,SPY,sell,1.6104117616595791e-06,58.11455533220637,,9.349477506717095e-05
2015-08-31,DIA,buy,4.71776604629e-05,86.37959876837792,4.0751873816160685e-06,
2015-09-30,AAPL,sell,2.0719150292682843e-05,480.6815681494272,,0.009949354339757042
2015-09-30,QQQ,buy,2.8293342560654737e-05,73.92385895337911,2.091553064773479e-06,
2015-09-30,SPY,buy,4.707599188419635e-05,55.235196594353354,2.6002516665977682e-06,
2015-09-30,IWM,buy,2.9190484241428324e-05,41.928098565176256,1.223901500439831e-06,
2015-09-30,DIA,buy,5.5833834722325256e-05,79.13655738196425,4.4184974653584005e-06,
2015-11-30,AAPL,buy,6.4567083416290524e-06,443.06374283874305,2.8607333642603016e-06,
2015-11-30,QQQ,sell,1.0263887556878734e-05,73.1786066913235,,0.0007503458936581492
2015-11-30,IWM,buy,9.351697284975527e-05,38.09164676470323,3.56221549629722e-06,
2015-11-30,SPY,buy,0.00010752051552774132,48.462367286240976,5.210698714311375e-06,
2015-11-30,DIA,buy,0.00012942626915713872,64.70654809336284,8.374727109760921e-06,
2015-12-31,AAPL,buy,3.5916316731401997e-06,432.6883887041907,1.5540573214699696e-06,
2015-12-31,QQQ,sell,2.9306108274458403e-05,76.85353310712553,,0.002250025684549582
2015-12-31,IWM,sell,0.00011219055605222843,41.8006624227232,,0.004684949920996249
2015-12-31,DIA,sell,0.00010391878116641957,74.8769593427612,,0.007773341229994949
2015-12-31,SPY,buy,0.0001936190245989172,41.289447512986705,7.994422553692674e-06,
2016-02-29,AAPL,sell,2.2322482076424374e-05,520.9665510218317,,0.011617637231103862
2016-02-29,IWM,buy,0.00011520855240065983,37.51493613472533,4.322041485484911e-06,
2016-02-29,DIA,buy,0.00014108074739606629,61.029584264604445,8.6100993613216e-06,
2016-02-29,QQQ,buy,9.669599446917188e-05,65.9400883948592,6.376142422726011e-06,
2016-02-29,SPY,buy,0.00021688169725412915,34.54128545408483,7.491372614621281e-06,
2016-03-31,AAPL,sell,3.060353193831374e-06,534.2533998205598,,0.0016333690943576642
2016-03-31,DIA,buy,1.7793195370789097e-06,60.501628525691984,1.0765172966085442e-07,
2016-03-31,IWM,buy,0.00023161943424200213,31.846071475612586,7.376169058011749e-06,
2016-03-31,QQQ,buy,7.653335101198233e-05,59.61246709812508,4.562341869111055e-06,
2016-03-31,SPY,sell,0.00014325138067827715,38.0006424319139,,0.005438200850538157
2016-05-31,AAPL,sell,2.7250243425807382e-06,546.1818301078554,,0.001486870423736684
2016-05-31,QQQ,sell,0.0001200789295377376,68.92693107078233,,0.008268395427201668
2016-05-31,SPY,buy,0.00013556834668123382,34.252076658476284,4.64349740298851e-06,
2016-05-31,DIA,buy,6.343439634112367e-05,55.847435373997676,3.5426483501494594e-06,
2016-05-31,IWM,buy,0.00025325895189288756,27.28114391547037,6.909193914471053e-06,
2016-06-30,QQQ,sell,5.760413025507501e-05,74.55145030340728,,0.0042901769825282425
2016-06-30,AAPL,buy,2.630394760621307e-06,529.0474646148159,1.391603679042798e-06,
2016-06-30,DIA,buy,2.1408559010427787e-05,54.34851159980031,1.163523317713244e-06,
2016-06-30,SPY,buy,0.0002372972839840221,29.38005889368311,6.9718081787616145e-06,
2016-06-30,IWM,sell,8.58409951567721e-05,28.50592267194014,,0.0024445297932513123
2016-08-31,QQQ,buy,5.1998868746791775e-05,68.54543282803662,3.5642849648171085e-06,
2016-08-31,IWM,sell,0.00029649598261888115,33.95959617885022,,0.010058814954550209
2016-08-31,AAPL,buy,2.9842446230538797e-06,508.0357058386154,1.5161028234682705e-06,
2016-08-31,DIA,buy,0.00010164384596861396,48.49113477026133,4.928825433431743e-06,
2016-08-31,SPY,buy,0.0002881770206108541,24.897626809991806,7.174923914384362e-06,
2016-09-30,IWM,sell,9.324707602401854e-05,36.537143064062256,,0.00340357477523806
2016-09-30,QQQ,buy,2.4443289133371402e-05,66.7931187913822,1.6326435147373777e-06,
2016-09-30,AAPL,sell,3.6253190325081955e-06,531.4547228030256,,0.0019247662285726817
2016-09-30,DIA,sell,1.4619942844049149e-05,49.552709239735684,,0.0007237333190758692
2016-09-30,SPY,sell,4.0823683031770194e-05,25.603482792761913,,0.0010441832375750536
2016-10-31,IWM,buy,5.003175819918819e-05,35.51923851445481,1.7770899527744955e-06,
2016-10-31,AAPL,buy,1.4187659546405126e-06,527.5746954575992,7.485050164450785e-07,
2016-10-31,DIA,sell,8.674940249073877e-05,54.62565441340682,,0.0047340041381476
2016-10-31,QQQ,sell,6.212871738582842e-05,73.39209684021365,,0.004555197086096046
2016-10-31,SPY,buy,4.017574546167236e-05,25.27985412332608,1.015636984566957e-06,
2016-11-30,DIA,sell,0.00014367044382862417,64.85135796481192,,0.009307906158311818
2016-11-30,IWM,sell,9.316381452311611e-05,38.10507690124017,,0.003546464302499399
2016-11-30,AAPL,buy,4.297454401662297e-06,506.07415273402773,2.1748305952343647e-06,
2016-11-30,QQQ,buy,3.9500513596791545e-05,69.5668190622714,2.747925082254789e-06,
2016-11-30,SPY,buy,0.0002752000542865069,22.267359079020242,6.127978427363513e-06,
2017-01-31,DIA,sell,6.694493301882571e-05,70.92318376601865,,0.004743199838911287
2017-01-31,QQQ,sell,3.4777962706753125e-05,73.04096904957292,,0.0025376758815734853
2017-01-31,AAPL,sell,4.095732953551741e-06,527.5466876468697,,0.0021585296627792193
2017-01-31,IWM,buy,0.00013724814297617774,34.52016270469467,4.737828226454853e-06,
2017-01-31,SPY,buy,0.000245679763165385,20.08572419200067,4.934655962495968e-06,
2017-02-28,DIA,sell,2.6918050598805218e-05,75.60547670609651,,0.002033116895473974
2017-02-28,QQQ,sell,7.733240027777029e-05,84.35190125800422,,0.006516611857282663
2017-02-28,IWM,sell,0.00021791911165118787,41.60359161572783,,0.00905715150867182
2017-02-28,AAPL,sell,3.0920837940247824e-07,542.8755134308219,,0.00016769379606750752
2017-02-28,SPY,sell,8.114312559219907e-05,21.289445336201858,,0.0017257646445669804
2017-03-31,DIA,sell,1.9978151734591503e-05,77.70714021788375,,0.0015508925930959251
2017-03-31,QQQ,sell,4.029914378875818e-05,90.07875468337785,,0.0036264665906104204
2017-03-31,AAPL,sell,2.341347434286131e-06,555.3236698243963,,0.001298905443892167
2017-03-31,IWM,buy,0.00013900416906964292,37.34580127450512,5.191222074402596e-06,
2017-03-31,SPY,buy,0.00014737551024258813,20.030607520021913,2.9520210037322523e-06,
2017-05-31,AAPL,sell,2.868680643399642e-05,813.1027505404082,,0.023301995894487063
2017-05-31,QQQ,buy,8.58355354626866e-07,91.12142273270027,7.82145611238315e-08,
2017-05-31,DIA,sell,1.2860994178904954e-05,80.27572596633816,,0.001031393218716084
2017-05-31,IWM,sell,3.324146413972041e-05,38.76529128987246,,0.001287326425237833
2017-05-31,SPY,buy,0.0010751600154228192,14.325935435970392,1.540267296428424e-05,
2017-06-30,AAPL,sell,2.7695913422999427e-06,842.0500057740252,,0.0023298022713695815
2017-06-30,QQQ,sell,7.960265709937406e-05,104.8235322285153,,0.008335887460239758
2017-06-30,IWM,buy,2.2117246446881882e-05,37.80082251711071,8.360501075057796e-07,
2017-06-30,DIA,buy,7.732110861752761e-05,71.13123504505788,5.499945951017807e-06,
2017-06-30,SPY,buy,0.001018194043388319,11.105687556221199,1.1307744917476202e-05,
2017-07-31,AAPL,buy,2.6102388157531604e-06,813.4751151247528,2.1233643211479008e-06,
