date,ticker,action,shares,price,cost,proceeds
2011-02-28,SPY,buy,4.045645738633434e-05,79.05846116485472,3.1984252651451136e-07,
2011-02-28,IWM,sell,5.138452768740204e-05,78.28380308082762,,0.004022173989257229
2011-03-31,QQQ,sell,0.00011494596070409037,129.95856498132835,,0.014936718282293393
2011-03-31,DIA,sell,2.8099402520045578e-06,124.6623119185098,,0.0003502586188029514
2011-03-31,SPY,sell,0.00010782816712560396,97.65690931937515,,0.010529112522505627
2011-03-31,AAPL,buy,3.8641673378406215e-05,105.95493442205853,4.0942759687676353e-07,
2011-03-31,IWM,buy,2.1873099600000392e-05,77.71721548514583,1.6999163949412876e-07,
2011-05-31,QQQ,buy,1.5357120310864538e-05,123.84786589857974,1.9019465768483068e-07,
2011-05-31,SPY,buy,1.3254046951791283e-05,94.29522033983073,1.2497932777136209e-07,
2011-05-31,IWM,sell,3.0247039229859985e-06,77.2689260427476,,0.00023369225216404098
2011-05-31,DIA,sell,4.472558957603937e-06,124.72369738215048,,0.0005577783065430247
2011-05-31,AAPL,buy,6.021612068711339e-05,93.35986660734221,5.621768994960526e-07,
2011-06-30,QQQ,buy,5.8630008107380814e-06,122.36300582098983,7.17414402332812e-08,
2011-06-30,SPY,sell,1.8572542138700697e-05,97.82866894612845,,0.0018167453836673334
2011-06-30,IWM,sell,1.669826045397544e-05,79.42440937473496,,0.0013261168491950786
2011-06-30,AAPL,sell,5.77857872076415e-05,104.55637666540298,,0.0060412683459356705
2011-06-30,DIA,buy,6.399963582403852e-05,108.12954462194074,6.92025147762333e-07,
2011-08-31,AAPL,sell,9.952121556442675e-06,104.1259575600846,,0.0010361705594002712
2011-08-31,QQQ,buy,1.1181232982123638e-05,116.29057595745795,1.300272023405683e-07,
2011-08-31,SPY,buy,7.224550804644722e-05,83.90152293501436,6.061508150310755e-07,
2011-08-31,DIA,sell,4.438976998477075e-06,106.49757021567412,,0.00047269299055461656
2011-08-31,IWM,buy,0.00022326251621046695,57.60026228154176,1.2859979491359866e-06,
2011-09-30,AAPL,sell,5.135352336223931e-05,118.67326672358791,,0.006093680946125513
2011-09-30,DIA,sell,4.1429402090975424e-05,118.89165619920061,,0.0049251176689156986
2011-09-30,SPY,sell,4.9705306747455276e-05,93.17276892516512,,0.004630717941829107
2011-09-30,QQQ,buy,2.7211428303638182e-05,111.35552198444142,3.0301428026938334e-07,
2011-09-30,IWM,sell,1.583123250358616e-05,59.72729209028689,,0.0009454620922261451
2011-10-31,DIA,sell,1.4507688713470072e-05,120.81687094305123,,0.0017525982776217769
2011-10-31,AAPL,buy,4.88640922215767e-05,104.62020191101391,5.112171194419759e-07,
2011-10-31,SPY,buy,1.4540342228197664e-05,89.11199345059546,1.295718881408567e-07,
2011-10-31,QQQ,buy,2.4185044301618986e-05,103.84748658849014,2.5115560637544177e-07,
2011-10-31,IWM,buy,0.00013271535711127506,50.75307038326324,6.735711860408459e-07,
2011-11-30,DIA,buy,1.476003936840139e-05,115.4963632446102,1.7047308683976338e-07,
2011-11-30,AAPL,buy,1.9319781115438453e-05,99.55606493026345,1.9234013831670682e-07,
2011-11-30,SPY,sell,1.7855180060526816e-05,91.1170175648223,,0.001626748064122567
2011-11-30,QQQ,buy,2.206476212228165e-05,98.31095315117544,2.1692077952954618e-07,
2011-11-30,IWM,buy,7.110067668548645e-05,46.86822669195125,3.3323626328465123e-07,
2012-01-31,SPY,buy,3.752212005507711e-05,84.19616334373093,3.1592185491603547e-07,
2012-01-31,DIA,buy,8.73369925835925e-06,111.80928582232022,9.765086766640755e-08,
2012-01-31,IWM,sell,7.72699282337694e-05,49.94403262287639,,0.003858785899293049
2012-01-31,QQQ,buy,2.921182202813091e-05,91.79132014810618,2.681391707893665e-07,
2012-01-31,AAPL,buy,7.126626382797125e-05,86.02629744758875,6.130772810043389e-07,
2012-02-29,IWM,sell,6.917980522437464e-05,54.52917318159114,,0.0037719403479906932
2012-02-29,QQQ,sell,4.19032031388453e-05,101.08728366291521,,0.004235457393983006
2012-02-29,DIA,sell,1.63071789154607e-05,117.84838163663156,,0.0019215824667816192
2012-02-29,SPY,buy,2.5628898663834516e-05,81.83297068419941,2.0972889130258874e-07,
2012-02-29,AAPL,sell,3.25440277833916e-05,92.59041932885104,,0.0030129638525960953
2012-04-30,IWM,sell,5.317994497709851e-05,58.612559819352484,,0.0031167010048894443
2012-04-30,AAPL,sell,8.083848020053918e-05,110.33642278501526,,0.008918536785831904
2012-04-30,DIA,sell,4.7383737206504735e-05,134.38294067696933,,0.006366929189480223
2012-04-30,QQQ,buy,5.24759145983612e-05,92.44630040104043,4.851204164779442e-07,
2012-04-30,SPY,buy,5.9575113012294914e-05,75.4268642052323,4.493563959189736e-07,
2012-05-31,DIA,sell,5.81367528929668e-05,157.7375116566823,,0.009169429702462296
2012-05-31,AAPL,buy,3.565646882217093e-05,101.45624548855155,3.617571454077058e-07,
2012-05-31,QQQ,sell,6.274788007406087e-06,92.72528952223415,,0.0005817733515239044
2012-05-31,IWM,buy,0.0001458982150149493,49.6662627370351,7.246219079796912e-07,
2012-05-31,SPY,buy,7.991343940179699e-05,66.77830965889771,5.336484402280757e-07,
2012-07-31,DIA,sell,3.725511980258423e-05,178.8604663820841,,0.006662801756200331
2012-07-31,AAPL,buy,1.8131931577136727e-05,97.87306688780963,1.7746277520542903e-07,
2012-07-31,QQQ,sell,4.299060533210456e-05,100.81013458602499,,0.004333455320593198
2012-07-31,IWM,buy,9.908692025803836e-05,45.21700293608741,4.4804135642355795e-07,
2012-07-31,SPY,buy,7.468738001317093e-05,60.72269941002383,4.5352193262620004e-07,
2012-08-31,QQQ,sell,6.07265679827724e-05,114.58369618583617,,0.0069575787886849046
2012-08-31,DIA,buy,7.450541715391665e-05,140.7405585683404,1.048593402660944e-06,
2012-08-31,AAPL,sell,2.0369918181659726e-05,101.65419072039208,,0.0020704804790424407
2012-08-31,SPY,sell,4.57163779317033e-05,64.11620991576757,,0.0029308677679692474
2012-08-31,IWM,buy,8.684562251947488e-05,41.7958315563553,3.629785010230789e-07,
2012-10-31,AAPL,sell,7.141659728977784e-05,119.90825650500523,,0.008562583322570688
2012-10-31,DIA,sell,9.257406671135215e-05,192.10825782787936,,0.017782464251692144
2012-10-31,QQQ,buy,9.07353917434409e-05,95.47018698213165,8.662524815643268e-07,
2012-10-31,IWM,buy,5.694205940253057e-05,40.18126466214318,2.2880039592605595e-07,
2012-10-31,SPY,buy,0.00019081737994220468,51.83681881081335,9.891365950018195e-07,
2012-11-30,AAPL,sell,2.185132673014357e-05,126.45438150718262,,0.002762919687170995
2012-11-30,QQQ,buy,3.42386828060693e-06,94.79795882345402,3.2457572428190614e-08,
2012-11-30,DIA,buy,4.0199684384187545e-05,166.3563441444269,6.687472529913248e-07,
2012-11-30,SPY,sell,9.22079985731961e-05,57.27181863608064,,0.005280391679102962
2012-11-30,IWM,buy,3.718473602020724e-05,38.995662831617054,1.4500434283266874e-07,
2012-12-31,AAPL,buy,3.3589965811901476e-06,124.79733909547899,4.191938353633415e-08,
2012-12-31,DIA,buy,2.318951510445975e-05,153.7252523471535,3.5648140612412033e-07,
2012-12-31,IWM,buy,2.1393432955440573e-05,38.17508660677529,8.166961558901845e-08,
2012-12-31,SPY,sell,6.061164713991828e-05,61.247034205792296,,0.003711912397285423
2012-12-31,QQQ,buy,2.7471210437198098e-05,89.68478791321688,2.4637496817794613e-07,
2013-01-31,IWM,sell,0.00012008679813558317,42.339586114623536,,0.005083916888357847
2013-01-31,SPY,sell,2.3353758485049228e-05,63.50217690879008,,0.001482866201352473
2013-01-31,AAPL,buy,3.71310007160323e-05,114.98631793961928,4.2695570537499217e-07,
2013-01-31,DIA,buy,2.623954559454367e-06,153.56767704117598,4.0295460635700946e-08,
2013-01-31,QQQ,sell,3.510333390642018e-05,96.40868980211421,,0.0033839280029611405
2013-02-28,SPY,buy,0.00011406721629973987,55.30770442895188,6.308795884139335e-07,
2013-02-28,AAPL,sell,4.0758177201965346e-05,126.40796326977375,,0.005151642950872296
2013-02-28,IWM,buy,1.377945888619207e-05,41.71356788753665,5.747903937026931e-08,
2013-02-28,QQQ,buy,3.984572823874377e-05,89.25530552739946,3.5564426479108037e-07,
2013-02-28,DIA,sell,1.7211989520216466e-05,161.56542686315947,,0.0027805843477546007
2013-04-30,IWM,sell,0.0002433373084162521,53.43265029495995,,0.01300085708859198
2013-04-30,AAPL,sell,3.10888772611342e-05,140.0664923299423,,0.004354074537444327
2013-04-30,QQQ,buy,3.6867788783873827e-06,90.53337586747841,3.337765379373255e-08,
2013-04-30,DIA,buy,2.9605012958455203e-05,150.55931993303562,4.457310617633723e-07,
2013-04-30,SPY,sell,5.3110950235455735e-05,59.99193380605682,,0.003185909988041148
2013-05-31,IWM,sell,0.00011000466015368012,59.669687507424094,,0.006563287301360906
2013-05-31,AAPL,buy,2.872507720465099e-05,128.30431658254557,3.685551399523604e-07,
2013-05-31,DIA,sell,1.6938360637087555e-06,149.52849603914842,,0.0002532514314673271
2013-05-31,QQQ,buy,3.218650619930558e-05,84.63521529778836,2.7241118818618283e-07,
2013-05-31,SPY,buy,0.00019610029336831168,48.183682723532826,9.44883431765044e-07,
2013-07-31,AAPL,sell,4.305812189885224e-05,143.80630709310594,,0.006191410297688671
2013-07-31,IWM,buy,1.2858460764246234e-05,58.66573791692093,7.543510892102803e-08,
2013-07-31,DIA,sell,7.862662709043756e-07,149.59632526147274,,0.00011761078254985577
2013-07-31,SPY,sell,9.67070300291799e-05,52.985671141208115,,0.005123574481480047
2013-07-31,QQQ,buy,0.00018848287849707816,64.18661580935287,1.2098078108732895e-06,
2013-09-30,DIA,sell,3.143579746014318e-05,163.6765602025396,,0.005144788665180418
2013-09-30,IWM,sell,1.669760694613298e-05,59.348967135187614,,0.0009908866273097385
2013-09-30,AAPL,buy,5.534349698728934e-05,123.18765863416996,6.817635814491412e-07,
2013-09-30,SPY,buy,3.456037812142479e-05,50.71652227893575,1.752782186963684e-07,
2013-09-30,QQQ,buy,6.145816127296972e-05,59.04702765840612,3.6289217485198273e-07,
2013-10-31,SPY,sell,9.503911199557449e-05,56.33828252254989,,0.005353804908264706
2013-10-31,DIA,sell,1.9456813795430726e-05,175.46334775897338,,0.0034136162895007254
2013-10-31,IWM,buy,2.2443008210211186e-05,58.021094865955526,1.3021679084420818e-07,
2013-10-31,AAPL,buy,1.4676200848741752e-05,119.32433573910326,1.7512279174497732e-07,
2013-10-31,QQQ,buy,5.2880574204964875e-05,55.77903616398731,2.94962746095115e-07,
2013-12-31,DIA,buy,2.6258101178303235e-05,161.60006866619284,4.2433109534576424e-07,
2013-12-31,IWM,sell,5.3257513186538534e-05,62.1772693163671,,0.0033110755998453268
2013-12-31,QQQ,sell,0.00012874695875186957,65.4661035319568,,0.008427718874901359
2013-12-31,SPY,buy,2.379782858851268e-05,55.17875098977449,1.3131344577828779e-07,
2013-12-31,AAPL,buy,1.7063464025386362e-05,115.31123537131447,1.9676091164812837e-07,
2014-01-31,SPY,sell,2.9365282062238963e-05,56.98115529336768,,0.0016731003706522403
2014-01-31,IWM,buy,2.606231543794495e-06,61.946237430579096,1.614462380109585e-08,
2014-01-31,AAPL,sell,4.7380570730128004e-05,129.25486683514458,,0.006123556943359814
2014-01-31,DIA,buy,3.6918205148987575e-06,159.62854781534267,5.893199475881793e-08,
2014-01-31,QQQ,buy,0.0001332654279383791,55.782340403522326,7.433857465279739e-07,
2014-02-28,AAPL,sell,3.718447113966293e-05,143.15695761966782,,0.0053226834374745825
2014-02-28,SPY,sell,3.6306801992602267e-05,59.53566241925441,,0.0021613333520035865
2014-02-28,IWM,buy,8.212455568578183e-05,56.37685957636146,4.629924543668399e-07,
2014-02-28,QQQ,buy,1.600859705355414e-05,54.91802094556647,8.791604682962199e-08,
2014-02-28,DIA,buy,3.1685570223678e-06,158.3504293798779,5.017423650065686e-08,
2014-03-31,AAPL,sell,4.287022420667452e-05,163.7287003990013,,0.007018384186563109
2014-03-31,SPY,sell,5.857527077552261e-05,64.25332980511781,,0.003763279825944577
2014-03-31,DIA,sell,4.666238345982937e-06,161.45983742717124,,0.0007533347437303636
2014-03-31,IWM,buy,2.4903140879134152e-05,55.110816464290224,1.3724324263743254e-07,
2014-03-31,QQQ,buy,0.00013721338532590754,48.013209498546644,6.588055015657605e-07,
2014-04-30,AAPL,sell,1.334184282150274e-05,170.73559993324972,,0.002277699745590557
2014-04-30,SPY,sell,3.283827428874589e-05,66.90049418820462,,0.002196677088527093
2014-04-30,DIA,buy,9.452465330558066e-06,156.4166366768249,1.4785228353101847e-07,
2014-04-30,IWM,sell,8.20198866777395e-06,55.48957299746646,,0.0004550793364199448
2014-04-30,QQQ,buy,0.00011695858881884472,43.13842940554912,5.04540982713438e-07,
2014-06-30,AAPL,buy,3.0007911126067686e-05,152.0141366466412,4.561626702398318e-07,
2014-06-30,IWM,sell,6.262690894484624e-05,58.41289956382845,,0.0036578535202541136
2014-06-30,SPY,buy,0.00010231253729866901,57.7809663798997,5.911717277896629e-07,
2014-06-30,QQQ,sell,2.329108858262468e-05,43.15069745073699,,0.0010049262140554795
2014-06-30,DIA,buy,7.215089509875509e-05,125.40601716913862,9.048156389523201e-07,
2014-07-31,AAPL,sell,3.678809309080693e-05,170.7705087730868,,0.006281693141771387
2014-07-31,QQQ,sell,2.843209456341862e-05,44.10428790484613,,0.001253851886634389
2014-07-31,SPY,sell,1.7751968609960238e-05,58.81354721733699,,0.0010439518384181762
2014-07-31,IWM,buy,0.000264896321879289,44.39209560908739,1.1759302847360985e-06,
2014-07-31,DIA,sell,6.516296692800133e-06,127.10191578244014,,0.0008281509700823296
2014-09-30,AAPL,sell,3.708558859329348e-05,196.63911911821603,,0.007291748225218494
2014-09-30,DIA,sell,9.895143367904716e-05,171.11281135715313,,0.016930164818842183
2014-09-30,QQQ,buy,4.5659444939745615e-06,44.106635373428254,2.0138844893104835e-08,
2014-09-30,SPY,buy,0.00017883398766137704,48.70461355579452,8.710040259689095e-07,
2014-09-30,IWM,buy,0.00036474796283487705,33.586076842119404,1.2250453107778695e-06,
2014-10-31,AAPL,sell,3.7635226023562444e-06,200.2378946119269,,0.0007535244822359924
2014-10-31,DIA,buy,4.193153727542981e-05,149.99201222163455,6.289395651488193e-07,
2014-10-31,QQQ,buy,3.956833788459359e-05,42.74374948006105,1.6912991218814773e-07,
2014-10-31,SPY,sell,8.238269245094043e-05,53.14891087597443,,0.004378112523759965
2014-10-31,IWM,sell,0.00013953245598706922,37.199631385965944,,0.005190036873504582
2014-12-31,AAPL,sell,6.438122305297552e-05,271.11970340948,,0.01745327259745237
2014-12-31,IWM,sell,4.5618508286967294e-05,38.65781382706753,,0.001763335449246076
2014-12-31,SPY,buy,4.665329509727942e-05,50.82385358663788,2.3711002393583402e-07,
2014-12-31,QQQ,buy,0.00010635526836617394,39.321052754565024,4.1820011181522464e-07,
2014-12-31,DIA,buy,8.10092672713994e-05,121.05664341439713,9.806709981335388e-07,
2015-03-31,AAPL,sell,4.940241120072642e-05,380.6731319046674,,0.018804289978363205
2015-03-31,IWM,buy,2.439471666694764e-06,39.674773023918874,9.678548467439584e-09,
2015-03-31,QQQ,sell,0.00015437443568650476,46.01344278995177,,0.007102588934765606
2015-03-31,DIA,buy,1.7576029280984967e-05,119.39839931207983,2.0985497624118508e-07,
2015-03-31,SPY,buy,5.057196992068209e-05,49.70596597762894,2.513728616299098e-07,
2015-04-30,QQQ,sell,0.0001369305166146412,52.23204050070517,,0.0071514450735694615
2015-04-30,AAPL,buy,1.765073089420594e-05,335.4022423051681,5.920094720241777e-07,
2015-04-30,DIA,buy,1.7336977751398791e-06,118.46079898214978,2.0537522363664555e-08,
2015-04-30,SPY,buy,1.89346149136961e-05,48.6245913144251,9.206879118744914e-08,
2015-04-30,IWM,buy,8.299458254919538e-05,37.144408618968136,3.0827846873679956e-07,
2015-06-30,QQQ,sell,0.00013541344754330127,62.62873110410386,,0.008479924316829682
2015-06-30,SPY,sell,0.0001613284906074483,59.3396098249023,,0.00957221236931777
2015-06-30,IWM,sell,0.0002317056173882202,46.139618690127996,,0.010689739753769705
2015-06-30,AAPL,sell,3.97414592313123e-06,355.920907028335,,0.0014143401734616648
2015-06-30,DIA,buy,3.863932364127484e-05,112.40028491139145,4.343070986062755e-07,
2015-07-31,QQQ,sell,0.00010566351685767426,71.57552344307925,,0.007562165235771871
2015-07-31,SPY,buy,2.1880727108044076e-05,57.92499348469159,1.267440975173768e-07,
2015-07-31,AAPL,sell,2.140042399338617e-05,415.7275403821913,,0.008895855955343474
2015-07-31,IWM,buy,0.00015152022761762704,40.763878196116586,6.176552102852809e-07,
2015-07-31,DIA,buy,9.571941751989623e-05,93.43370379348178,8.943419703838595e-07,
2015-08-31,QQQ,sell,5.108838209475256e-05,76.99989595607803,,0.003933406725849721
2015-08-31,AAPL,buy,3.6363960253336513e-06,404.81297285237997,1.4720602854838938e-07,
2015-08-31,IWM,sell,6.398945002631328e-05,42.94057334743145,,0.0027474688979494733
2015-08-31,SPY,sell,1.5866652256738435e-06,58.11455533220637,,9.219912321670517e-05
2015-08-31,DIA,buy,4.724420871501174e-05,86.37959876837792,4.0809357929322175e-07,
2015-09-30,AAPL,sell,2.0740285168415325e-05,480.6815681494272,,0.009968475851340324
2015-09-30,QQQ,buy,2.8331284664031534e-05,73.92385895337911,2.0943578914718997e-07,
2015-09-30,SPY,buy,4.713667909208381e-05,55.235196594353354,2.603603736456195e-07,
2015-09-30,IWM,buy,2.9235118566517133e-05,41.928098565176256,1.225772932821545e-07,
2015-09-30,DIA,buy,5.5900909737709756e-05,79.13655738196425,4.4238055511622724e-07,
2015-11-30,AAPL,buy,6.465785242530165e-06,443.06374283874305,2.864755009946925e-07,
2015-11-30,QQQ,sell,1.0262544010542917e-05,73.1786066913235,,0.0007509235719327377
2015-11-30,IWM,buy,9.364255487153425e-05,38.09164676470323,3.5669991223108224e-07,
2015-11-30,SPY,buy,0.00010765617295381818,48.462367286240976,5.217272994319019e-07,
2015-11-30,DIA,buy,0.00012958098587783013,64.70654809336284,8.384738294689185e-07,
2015-12-31,AAPL,buy,3.597757940082224e-06,432.6883887041907,1.5567080860418858e-07,
2015-12-31,QQQ,sell,2.932629159336283e-05,76.85353310712553,,0.0022536037389675394
2015-12-31,IWM,sell,0.00011229203371541084,41.8006624227232,,0.004693412005959531
2015-12-31,DIA,sell,0.00010402101035875426,74.8769593427612,,0.007787998085729041
2015-12-31,SPY,buy,0.00019385541600570248,41.289447512986705,8.004183024275656e-07,
2016-02-29,AAPL,sell,2.234542681377298e-05,520.9665510218317,,0.01164005581628824
2016-02-29,IWM,buy,0.00011536695211970729,37.51493613472533,4.3279838408287346e-07,
2016-02-29,DIA,buy,0.00014125694282567656,61.029584264604445,8.620852495140041e-07,
2016-02-29,QQQ,buy,9.682106033463982e-05,65.9400883948592,6.384389276950146e-07,
2016-02-29,SPY,buy,0.00021715667348913082,34.54128545408483,7.500870647247563e-07,
2016-03-31,AAPL,sell,3.0606116608724383e-06,534.2533998205598,,0.0016349786711330153
2016-03-31,DIA,buy,1.8099690940202775e-06,60.501628525691984,1.0950607776939812e-08,
2016-03-31,IWM,buy,0.00023193861584137757,31.846071475612586,7.38633373803916e-07,
2016-03-31,QQQ,buy,7.664989609653847e-05,59.61246709812508,4.569289409129606e-07,
2016-03-31,SPY,sell,0.0001433696057625217,38.0006424319139,,0.005447592310473631
2016-05-31,AAPL,sell,2.7266554837648556e-06,546.1818301078554,,0.001489100757228089
2016-05-31,QQQ,sell,0.00012020782045117412,68.92693107078233,,0.008284727598791617
2016-05-31,SPY,buy,0.0001357531321357875,34.252076658476284,4.649826688543254e-07,
2016-05-31,DIA,buy,6.35245177460301e-05,55.847435373997676,3.547681399485785e-07,
2016-05-31,IWM,buy,0.0002535887443442255,27.28114391547037,6.918191029798238e-07,
2016-06-30,QQQ,sell,5.765792066831407e-05,74.55145030340728,,0.004298051759140885
2016-06-30,AAPL,buy,2.6356541563146924e-06,529.0474646148159,1.3943861489997898e-07,
2016-06-30,DIA,buy,2.1454742494801497e-05,54.34851159980031,1.1660333213494479e-07,
2016-06-30,SPY,buy,0.0002376188837297183,29.38005889368311,6.981256798230363e-07,
2016-06-30,IWM,sell,8.590424951514068e-05,28.50592267194014,,0.002448535015880265
2016-08-31,QQQ,buy,5.207284153749931e-05,68.54543282803662,3.569355461773654e-07,
2016-08-31,IWM,sell,0.0002968352179846029,33.95959617885022,,0.01007939609400465
2016-08-31,AAPL,buy,2.9893190212899705e-06,508.0357058386154,1.5186807989578492e-07,
2016-08-31,DIA,buy,0.00010178265619288618,48.49113477026133,4.935556498724419e-07,
2016-08-31,SPY,buy,0.00028855715482158984,24.897626809991806,7.184388354100972e-07,
2016-09-30,IWM,sell,9.33283219220764e-05,36.537143064062256,,0.0034096092549707633
2016-09-30,QQQ,buy,2.4491779383401207e-05,66.7931187913822,1.6358823297678425e-07,
2016-09-30,AAPL,sell,3.6274739118001136e-06,531.4547228030256,,0.0019276453584567092
2016-09-30,DIA,sell,1.4613170810109455e-05,49.552709239735684,,0.0007240497920035242
2016-09-30,SPY,sell,4.082600774401365e-05,25.603482792761913,,0.001045183457972341
2016-10-31,IWM,buy,5.010569248427039e-05,35.51923851445481,1.779716042280726e-07,
2016-10-31,AAPL,buy,1.4212943878357356e-06,527.5746954575992,7.498389538180331e-08,
2016-10-31,DIA,sell,8.68511747590579e-05,54.62565441340682,,0.00474382782756092
2016-10-31,QQQ,sell,6.220140269005134e-05,73.39209684021365,,0.004564634860688392
2016-10-31,SPY,buy,4.024178697843977e-05,25.27985412332608,1.0173065044769203e-07,
2016-11-30,DIA,sell,0.00014384312985242715,64.85135796481192,,0.009327489462608194
2016-11-30,IWM,sell,9.32663961350391e-05,38.10507690124017,,0.003553567804707491
2016-11-30,AAPL,buy,4.304029746956747e-06,506.07415273402773,2.1781582075331876e-07,
2016-11-30,QQQ,buy,3.9558760224564374e-05,69.5668190622714,2.751977114870049e-07,
2016-11-30,SPY,buy,0.00027557390151166814,22.267359079020242,6.136303017766874e-07,
2017-01-31,DIA,sell,6.701512612936826e-05,70.92318376601865,,0.004752450812965545
2017-01-31,QQQ,sell,3.48075674762809e-05,73.04096904957292,,0.0025421242208800814
2017-01-31,AAPL,sell,4.098914239085885e-06,527.5466876468697,,0.00216215239291537
2017-01-31,IWM,buy,0.00013745442159464652,34.52016270469467,4.744948997926895e-07,
2017-01-31,SPY,buy,0.0002460467812936376,20.08572419200067,4.942027787393515e-07,
2017-02-28,DIA,sell,2.6941562966822626e-05,75.60547670609651,,0.002036726018342809
2017-02-28,QQQ,sell,7.742247313928204e-05,84.35190125800422,,0.0065300797361142636
2017-02-28,IWM,sell,0.00021818100645503336,41.60359161572783,,0.009076205779514599
2017-02-28,AAPL,sell,3.0802229642635387e-07,542.8755134308219,,0.00016720104054436562
2017-02-28,SPY,sell,8.120788449049888e-05,21.289445336201858,,0.0017286979306472977
2017-03-31,DIA,sell,1.999307314239432e-05,77.70714021788375,,0.0015534491776086348
2017-03-31,QQQ,sell,4.03423105368153e-05,90.07875468337785,,0.003633621695697014
2017-03-31,AAPL,sell,2.34283880639244e-06,555.3236698243963,,0.0013009037403884807
2017-03-31,IWM,buy,0.00013921029718669785,37.34580127450512,5.198920094099217e-07,
2017-03-31,SPY,buy,0.00014761299302610978,20.030607520021913,2.9567779281617373e-07,
2017-05-31,AAPL,sell,2.872416277919059e-05,813.1027505404082,,0.02335336019315401
2017-05-31,QQQ,buy,8.667300358888115e-07,91.12142273270027,7.897767399535288e-09,
2017-05-31,DIA,sell,1.2869895482312639e-05,80.27572596633816,,0.0010330368889332473
2017-05-31,IWM,sell,3.326868979442398e-05,38.76529128987246,,0.0012895414836681814
2017-05-31,SPY,buy,0.0010766364856617011,14.325935435970392,1.5423824781599594e-06,
2017-06-30,AAPL,sell,2.7711102000495974e-06,842.0500057740252,,0.0023331800186162286
2017-06-30,QQQ,sell,7.969188800116046e-05,104.8235322285153,,0.00835274983172185
2017-06-30,IWM,buy,2.2195976860328766e-05,37.80082251711071,8.39026181891184e-08,
2017-06-30,DIA,buy,7.745100819351192e-05,71.13123504505788,5.509185868289401e-07,
2017-06-30,SPY,buy,0.0010197283994167645,11.105687556221199,1.1324784996128122e-06,
2017-07-31,AAPL,buy,2.6154064444774543e-06,813.4751151247528,2.1275680585193177e-07,
